-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2012 through 01/01/2022 
Location: Latitude  39.092   Longitude -94.6496 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 269.7 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M       MERRA-2 Temperature at 2 Meters (C) 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M     MERRA-2 Wind Direction at 10 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,T2M,WS10M,WD10M
2015,11,30,0.36,3.17,173.38
2015,12,1,-1.7,5.28,244.19
2015,12,2,-1.39,4.89,298.31
2015,12,3,1.48,1.58,227.69
2015,12,4,3.15,4.01,175.31
2015,12,5,4.04,5.24,174.31
2015,12,6,5.69,4.1,282.25
2015,12,7,4.67,3.56,216.12
2015,12,8,6.38,4.46,228.38
2015,12,9,8.08,4.58,244.38
2015,12,10,10.1,5.48,243.56
2015,12,11,8.89,4.58,190.44
2015,12,12,12.34,3.42,202.69
2015,12,13,14.78,7.1,176.31
2015,12,14,4.98,5.78,265.62
2015,12,15,7.32,5.96,133.19
2015,12,16,0.96,6.59,266.5
2015,12,17,-2.06,3.54,317.69
2015,12,18,-1.77,5.16,263.25
2015,12,19,1.82,4.52,140.0
2015,12,20,8.56,9.2,190.0
2015,12,21,3.95,5.11,273.62
2015,12,22,3.86,5.96,164.81
2015,12,23,8.24,7.48,227.38
2015,12,24,2.73,4.51,230.38
2015,12,25,1.08,5.09,86.88
2015,12,26,5.15,5.93,148.25
2015,12,27,-0.08,9.88,50.12
2015,12,28,-2.51,9.34,156.88
2015,12,29,-6.86,2.74,256.5
2015,12,30,-6.24,2.44,267.81
2015,12,31,-7.2,3.23,276.44
2016,1,1,-5.77,4.88,262.94
2016,1,2,-4.8,3.81,269.5
2016,1,3,-6.4,3.95,220.06
2016,1,4,-9.06,3.04,83.19
2016,1,5,-5.97,4.84,167.56
2016,1,6,-0.7,5.16,176.12
2016,1,7,1.23,4.06,156.88
2016,1,8,1.08,4.21,263.44
2016,1,9,-6.43,8.55,345.25
2016,1,10,-12.47,5.24,285.62
2016,1,11,-3.24,5.5,254.25
2016,1,12,-5.49,4.84,285.62
2016,1,13,-1.87,4.58,214.56
2016,1,14,3.23,6.27,212.31
2016,1,15,-1.24,6.11,320.44
2016,1,16,-3.81,3.32,324.31
2016,1,17,-11.6,5.91,341.81
2016,1,18,-10.14,2.09,237.06
2016,1,19,-5.27,4.97,95.06
2016,1,20,-4.24,3.0,85.5
2016,1,21,-4.0,4.91,52.88
2016,1,22,-5.07,4.82,210.12
2016,1,23,-5.17,3.13,148.5
2016,1,24,0.6,5.03,186.94
2016,1,25,0.65,6.68,239.38
2016,1,26,-0.78,4.17,296.81
2016,1,27,0.51,4.42,226.12
2016,1,28,2.06,4.8,279.75
2016,1,29,4.19,4.52,161.94
2016,1,30,5.44,3.06,130.06
2016,1,31,5.4,4.77,295.06
2016,2,1,4.01,4.63,116.56
2016,2,2,6.62,10.68,184.25
2016,2,3,-2.1,7.69,307.06
2016,2,4,-1.58,4.22,271.25
2016,2,5,-0.17,2.08,130.12
2016,2,6,2.09,3.71,268.06
2016,2,7,2.27,7.16,273.0
2016,2,8,-1.63,9.86,322.56
2016,2,9,-5.37,8.04,328.31
2016,2,10,-1.58,4.24,187.62
2016,2,11,-2.3,3.86,81.5
2016,2,12,-2.34,5.51,245.62
2016,2,13,-7.17,5.39,83.75
2016,2,14,0.58,4.44,187.44
2016,2,15,3.89,1.91,200.12
2016,2,16,2.83,6.04,304.0
2016,2,17,4.79,3.5,168.0
2016,2,18,11.88,10.34,183.31
2016,2,19,13.5,7.2,252.5
2016,2,20,12.18,3.48,123.75
2016,2,21,5.29,5.27,146.44
2016,2,22,3.66,3.09,64.5
2016,2,23,3.37,4.46,68.88
2016,2,24,1.9,7.27,335.0
2016,2,25,0.7,6.26,320.56
2016,2,26,1.87,3.88,239.25
2016,2,27,8.37,6.11,229.44
2016,2,28,10.05,8.71,270.12
2016,2,29,9.6,6.15,215.56
2016,3,1,0.25,7.43,276.88
2016,3,2,4.43,5.89,160.12
2016,3,3,5.8,5.16,224.62
2016,3,4,6.94,4.3,176.5
2016,3,5,8.23,4.27,260.56
2016,3,6,11.88,8.05,173.0
2016,3,7,16.61,9.77,189.56
2016,3,8,16.03,6.19,189.56
2016,3,9,11.62,3.5,127.62
2016,3,10,10.16,3.5,68.94
2016,3,11,10.65,3.57,113.31
2016,3,12,12.44,3.27,121.38
2016,3,13,14.23,1.33,150.0
2016,3,14,15.48,3.7,183.0
2016,3,15,12.81,5.19,239.75
2016,3,16,8.1,5.86,272.19
2016,3,17,8.15,3.98,226.56
2016,3,18,4.39,4.48,167.56
2016,3,19,1.12,4.99,312.88
2016,3,20,3.12,4.91,314.19
2016,3,21,7.13,7.64,211.06
2016,3,22,13.51,9.93,202.38
2016,3,23,17.3,9.24,195.62
2016,3,24,4.58,7.3,276.56
2016,3,25,6.0,3.55,133.19
2016,3,26,9.01,5.01,213.81
2016,3,27,3.82,4.55,314.19
2016,3,28,8.3,3.12,200.06
2016,3,29,11.37,7.03,142.56
2016,3,30,15.74,7.72,188.81
2016,3,31,11.58,6.12,288.19
2016,4,1,6.13,6.11,296.69
2016,4,2,7.44,6.05,248.19
2016,4,3,13.63,7.73,213.88
2016,4,4,12.45,4.93,53.88
2016,4,5,13.81,8.91,149.31
2016,4,6,12.17,7.04,304.5
2016,4,7,9.97,7.19,316.94
2016,4,8,7.93,6.77,252.44
2016,4,9,7.15,5.11,124.19
2016,4,10,16.34,7.05,176.19
2016,4,11,8.93,5.59,129.06
2016,4,12,7.37,3.37,101.88
2016,4,13,11.65,3.81,167.69
2016,4,14,13.9,3.37,158.06
2016,4,15,16.43,5.51,146.88
2016,4,16,17.58,6.18,140.31
2016,4,17,18.46,5.95,139.56
2016,4,18,16.32,4.45,201.81
2016,4,19,15.8,2.51,200.19
2016,4,20,16.23,4.86,224.75
2016,4,21,14.05,5.77,288.69
2016,4,22,15.08,3.32,245.38
2016,4,23,17.19,4.45,163.06
2016,4,24,19.16,7.41,185.19
2016,4,25,20.02,4.94,207.69
2016,4,26,20.19,4.41,149.62
2016,4,27,17.12,5.93,201.88
2016,4,28,11.71,4.8,238.31
2016,4,29,11.48,6.55,62.75
2016,4,30,15.97,5.34,225.31
2016,5,1,11.55,4.2,309.38
2016,5,2,10.8,2.28,316.31
2016,5,3,13.29,2.9,277.81
2016,5,4,14.49,5.84,303.94
2016,5,5,14.95,2.87,146.25
2016,5,6,18.03,3.82,216.5
2016,5,7,20.66,4.13,230.06
2016,5,8,19.65,4.25,157.25
2016,5,9,18.51,5.66,161.25
2016,5,10,20.64,2.3,197.94
2016,5,11,19.37,4.55,235.69
2016,5,12,15.93,4.81,322.56
2016,5,13,16.14,6.48,261.44
2016,5,14,9.51,5.12,337.44
2016,5,15,12.67,1.66,229.69
2016,5,16,11.18,5.33,103.56
2016,5,17,11.44,5.62,61.88
2016,5,18,13.87,2.16,130.0
2016,5,19,14.38,2.67,117.38
2016,5,20,15.4,3.45,93.44
2016,5,21,16.21,3.16,91.62
2016,5,22,19.31,4.45,148.56
2016,5,23,19.73,4.95,170.12
2016,5,24,21.3,3.15,183.56
2016,5,25,22.71,4.6,180.44
2016,5,26,23.76,4.79,165.25
2016,5,27,20.83,3.52,170.25
2016,5,28,20.12,4.65,221.62
2016,5,29,22.0,2.85,236.5
2016,5,30,21.07,3.02,189.19
2016,5,31,20.77,2.11,220.06
2016,6,1,22.04,2.61,110.38
2016,6,2,21.19,2.92,78.25
2016,6,3,21.6,3.3,153.38
2016,6,4,21.79,4.35,303.06
2016,6,5,20.74,3.77,308.31
2016,6,6,22.44,4.76,222.62
2016,6,7,20.44,2.29,124.31
2016,6,8,22.18,3.73,163.12
2016,6,9,25.0,5.51,202.19
2016,6,10,25.72,5.05,199.25
2016,6,11,25.98,3.8,210.19
2016,6,12,26.19,2.59,194.19
2016,6,13,25.55,2.38,199.75
2016,6,14,26.67,4.17,202.38
2016,6,15,28.07,3.09,242.75
2016,6,16,28.19,1.8,184.81
2016,6,17,27.17,3.41,95.25
2016,6,18,25.82,3.67,100.44
2016,6,19,26.15,3.57,182.56
2016,6,20,27.67,3.51,233.5
2016,6,21,27.97,3.18,222.0
2016,6,22,28.95,7.44,212.5
2016,6,23,27.26,3.42,84.62
2016,6,24,25.8,3.83,150.06
2016,6,25,28.33,5.48,188.88
2016,6,26,25.6,3.54,139.56
2016,6,27,26.24,1.89,61.12
2016,6,28,24.45,3.0,60.81
2016,6,29,24.4,2.57,133.56
2016,6,30,25.4,2.95,223.06
2016,7,1,23.12,3.52,62.62
2016,7,2,20.5,4.34,97.69
2016,7,3,21.46,3.74,105.0
2016,7,4,22.7,2.2,141.44
2016,7,5,26.75,4.39,200.75
2016,7,6,27.15,3.43,188.44
2016,7,7,27.3,3.02,187.0
2016,7,8,26.32,2.33,120.5
2016,7,9,24.03,3.41,113.12
2016,7,10,26.35,4.69,177.81
2016,7,11,26.9,7.0,175.5
2016,7,12,25.35,3.97,189.62
2016,7,13,26.44,4.16,226.88
2016,7,14,24.69,1.8,166.88
2016,7,15,24.37,2.04,119.0
2016,7,16,25.01,3.12,130.5
2016,7,17,27.01,4.87,195.5
2016,7,18,27.1,2.81,180.69
2016,7,19,27.97,2.95,180.12
2016,7,20,27.91,3.7,187.81
2016,7,21,29.09,5.11,200.25
2016,7,22,28.34,3.7,187.19
2016,7,23,28.75,3.8,188.5
2016,7,24,29.34,3.62,204.0
2016,7,25,24.9,3.15,61.81
2016,7,26,25.01,2.9,79.44
2016,7,27,26.33,1.54,177.44
2016,7,28,26.3,2.63,125.06
2016,7,29,24.14,2.38,110.62
2016,7,30,24.29,1.83,128.06
2016,7,31,24.08,4.05,140.31
2016,8,1,25.99,4.05,167.38
2016,8,2,26.65,2.57,133.88
2016,8,3,27.22,2.67,104.88
2016,8,4,28.08,3.68,176.06
2016,8,5,24.83,3.06,201.56
2016,8,6,23.69,3.23,57.81
2016,8,7,21.83,3.98,85.06
2016,8,8,23.53,3.57,107.62
2016,8,9,26.82,2.1,148.88
2016,8,10,28.29,3.27,176.38
2016,8,11,29.54,4.93,186.25
2016,8,12,25.4,3.69,271.06
2016,8,13,24.32,3.84,153.94
2016,8,14,24.44,2.49,44.19
2016,8,15,22.73,1.85,60.0
2016,8,16,24.4,2.68,195.38
2016,8,17,25.92,4.03,198.62
2016,8,18,25.94,3.52,195.5
2016,8,19,25.64,2.96,188.75
2016,8,20,21.3,5.62,306.81
2016,8,21,20.49,2.52,265.0
2016,8,22,22.01,4.39,174.38
2016,8,23,23.94,6.2,179.94
2016,8,24,26.84,4.75,191.0
2016,8,25,22.8,2.71,197.19
2016,8,26,22.75,2.32,121.12
2016,8,27,24.45,1.74,208.69
2016,8,28,25.41,2.21,154.25
2016,8,29,26.12,2.23,133.31
2016,8,30,25.41,1.16,141.06
2016,8,31,21.76,3.05,40.69
2016,9,1,19.77,3.89,60.69
2016,9,2,19.23,3.93,87.19
2016,9,3,19.72,3.28,135.44
2016,9,4,21.59,4.97,159.69
2016,9,5,25.1,5.79,184.0
2016,9,6,26.9,6.27,193.56
2016,9,7,26.59,6.21,203.88
2016,9,8,25.08,3.02,198.44
2016,9,9,24.16,2.89,197.44
2016,9,10,17.77,4.72,264.69
2016,9,11,18.0,3.36,180.94
2016,9,12,21.0,5.41,175.0
2016,9,13,21.82,2.43,206.5
2016,9,14,20.46,3.7,95.31
2016,9,15,22.72,2.95,152.0
2016,9,16,21.34,2.38,229.81
2016,9,17,21.3,2.38,282.62
2016,9,18,21.9,2.6,184.31
2016,9,19,24.19,3.97,203.0
2016,9,20,25.38,2.83,195.06
2016,9,21,24.73,4.01,175.62
2016,9,22,23.82,4.75,183.94
2016,9,23,23.51,3.32,176.0
2016,9,24,24.52,4.41,170.44
2016,9,25,18.53,3.86,300.69
2016,9,26,14.98,3.66,303.0
2016,9,27,16.91,3.84,268.75
2016,9,28,14.59,5.11,86.44
2016,9,29,14.55,3.95,195.25
2016,9,30,15.52,3.14,136.12
2016,10,1,15.32,1.51,207.81
2016,10,2,16.95,1.41,163.5
2016,10,3,18.34,3.95,135.69
2016,10,4,20.19,7.25,159.0
2016,10,5,20.69,3.62,180.25
2016,10,6,21.01,6.25,196.62
2016,10,7,11.22,4.45,229.69
2016,10,8,13.08,2.66,230.19
2016,10,9,13.8,2.84,186.44
2016,10,10,15.3,4.59,171.31
2016,10,11,17.48,5.87,185.44
2016,10,12,11.64,5.13,220.25
2016,10,13,8.23,2.95,79.31
2016,10,14,14.76,4.43,170.38
2016,10,15,20.33,7.66,185.25
2016,10,16,23.11,7.38,191.56
2016,10,17,24.05,10.37,199.88
2016,10,18,17.88,4.18,239.62
2016,10,19,15.48,5.62,48.69
2016,10,20,10.61,5.28,250.56
2016,10,21,9.94,1.98,160.69
2016,10,22,12.94,4.27,201.19
2016,10,23,15.09,4.12,205.56
2016,10,24,12.3,3.98,78.44
2016,10,25,17.08,5.15,165.75
2016,10,26,16.36,5.24,229.88
2016,10,27,13.1,2.43,107.75
2016,10,28,19.01,7.36,198.75
2016,10,29,20.01,6.67,206.69
2016,10,30,14.03,4.32,152.31
2016,10,31,17.29,6.59,178.0
2016,11,1,20.25,5.81,196.25
2016,11,2,19.99,3.94,229.31
2016,11,3,15.78,3.27,168.62
2016,11,4,15.17,1.61,127.5
2016,11,5,13.03,2.84,172.25
2016,11,6,10.76,3.38,147.44
2016,11,7,12.03,2.34,156.5
2016,11,8,12.61,4.16,150.31
2016,11,9,8.45,1.92,134.88
2016,11,10,10.05,5.0,236.19
2016,11,11,8.82,5.05,66.88
2016,11,12,5.72,2.36,142.12
2016,11,13,7.37,4.48,207.06
2016,11,14,10.3,3.17,257.56
2016,11,15,11.72,2.7,175.62
2016,11,16,13.75,4.94,154.12
2016,11,17,17.35,9.39,189.56
2016,11,18,8.06,10.09,278.62
2016,11,19,1.58,4.16,289.38
2016,11,20,2.18,3.6,125.81
2016,11,21,4.44,4.09,131.12
2016,11,22,10.09,7.13,150.69
2016,11,23,6.73,5.04,304.06
2016,11,24,4.82,2.18,157.94
2016,11,25,3.82,2.77,273.25
2016,11,26,4.96,5.52,204.12
2016,11,27,8.01,8.5,184.94
2016,11,28,11.38,7.52,223.75
2016,11,29,5.04,3.81,276.56
2016,11,30,1.12,5.62,278.81
2016,12,1,0.64,3.78,279.81
2016,12,2,2.31,2.13,162.12
2016,12,3,3.5,3.42,112.19
2016,12,4,2.11,3.1,230.38
2016,12,5,2.16,4.55,179.12
2016,12,6,-0.48,5.14,310.19
2016,12,7,-3.31,3.96,272.75
2016,12,8,-6.02,5.63,310.19
2016,12,9,-5.95,2.02,197.31
2016,12,10,-1.97,3.94,155.81
2016,12,11,0.89,5.77,245.19
2016,12,12,-3.18,2.46,238.06
2016,12,13,-5.06,4.4,55.69
2016,12,14,-6.49,3.71,289.94
2016,12,15,-6.74,3.0,144.69
2016,12,16,-2.32,5.27,115.25
2016,12,17,-7.17,8.36,315.38
2016,12,18,-15.35,3.9,283.81
2016,12,19,-9.7,5.05,199.94
2016,12,20,-3.74,3.8,215.94
2016,12,21,-0.48,4.34,252.0
2016,12,22,-0.42,2.83,275.12
2016,12,23,1.52,5.08,186.5
2016,12,24,1.08,3.1,133.06
2016,12,25,8.13,7.52,153.5
2016,12,26,1.7,5.12,276.25
2016,12,27,0.44,3.52,234.19
2016,12,28,1.57,4.09,252.44
2016,12,29,1.37,7.31,291.94
2016,12,30,2.56,6.87,226.75
2016,12,31,0.75,4.48,228.0
2017,1,1,0.11,4.05,113.38
2017,1,2,5.05,3.56,175.5
2017,1,3,-1.85,8.0,336.88
2017,1,4,-7.48,4.45,216.94
2017,1,5,-10.47,5.38,338.62
2017,1,6,-12.2,3.07,305.19
2017,1,7,-9.5,3.4,233.12
2017,1,8,-5.73,6.0,155.94
2017,1,9,0.55,6.6,199.56
2017,1,10,3.83,7.31,230.69
2017,1,11,3.48,7.19,215.31
2017,1,12,-4.32,5.23,226.81
2017,1,13,-2.49,5.36,70.0
2017,1,14,-1.42,2.47,36.75
2017,1,15,-0.49,3.87,83.56
2017,1,16,2.79,4.86,182.38
2017,1,17,0.83,3.99,272.62
2017,1,18,1.18,3.43,194.56
2017,1,19,5.08,2.09,174.38
2017,1,20,6.58,2.84,168.5
2017,1,21,4.77,3.98,182.69
2017,1,22,3.47,6.04,228.06
2017,1,23,0.08,3.01,238.38
2017,1,24,4.15,6.41,148.81
2017,1,25,0.44,7.88,283.75
2017,1,26,-2.24,5.33,295.06
2017,1,27,-0.7,6.57,289.25
2017,1,28,1.57,6.63,304.38
2017,1,29,1.98,5.4,316.06
2017,1,30,4.32,4.41,261.38
2017,1,31,3.4,3.41,206.25
2017,2,1,1.5,5.43,129.06
2017,2,2,-3.37,4.51,167.38
2017,2,3,-2.67,3.26,142.62
2017,2,4,0.98,7.78,191.25
2017,2,5,2.19,3.51,156.62
2017,2,6,8.39,3.93,190.31
2017,2,7,4.04,6.05,274.94
2017,2,8,-3.75,5.9,208.62
2017,2,9,-3.25,3.69,163.75
2017,2,10,7.98,8.31,205.38
2017,2,11,12.36,3.89,177.81
2017,2,12,5.59,6.27,191.56
2017,2,13,4.44,2.03,168.75
2017,2,14,5.21,4.16,322.25
2017,2,15,2.62,3.97,305.25
2017,2,16,9.05,7.49,219.19
2017,2,17,11.14,6.88,209.81
2017,2,18,11.37,3.34,230.25
2017,2,19,14.19,4.72,183.75
2017,2,20,15.27,5.98,201.62
2017,2,21,13.58,2.81,182.94
2017,2,22,13.96,5.55,206.19
2017,2,23,12.65,5.23,113.62
2017,2,24,2.73,8.75,301.56
2017,2,25,-1.13,4.62,272.06
2017,2,26,2.78,4.8,189.56
2017,2,27,8.44,5.73,161.81
2017,2,28,15.8,8.74,233.56
2017,3,1,4.7,7.65,310.56
2017,3,2,3.69,5.27,235.88
2017,3,3,4.12,5.2,141.25
2017,3,4,11.62,8.24,204.5
2017,3,5,13.22,9.62,191.12
2017,3,6,16.43,12.31,209.12
2017,3,7,7.96,7.31,271.06
2017,3,8,9.33,4.24,224.31
2017,3,9,8.8,4.62,131.69
2017,3,10,1.41,5.97,35.06
2017,3,11,-1.02,4.41,57.38
2017,3,12,0.54,3.43,151.0
2017,3,13,0.48,6.6,279.88
2017,3,14,-2.56,3.8,43.94
2017,3,15,-1.77,2.79,133.75
2017,3,16,8.34,6.54,168.12
2017,3,17,14.46,5.28,248.62
2017,3,18,9.12,3.55,167.88
2017,3,19,16.49,6.79,166.06
2017,3,20,19.08,5.48,130.38
2017,3,21,10.58,6.83,48.62
2017,3,22,7.41,6.41,91.0
2017,3,23,15.98,8.73,170.12
2017,3,24,17.62,6.93,177.31
2017,3,25,12.81,3.3,167.5
2017,3,26,9.49,2.71,212.38
2017,3,27,9.71,3.97,135.56
2017,3,28,11.22,4.21,80.5
2017,3,29,13.16,6.47,131.88
2017,3,30,9.3,3.41,258.19
2017,3,31,7.48,3.34,165.69
2017,4,1,8.8,3.99,73.25
2017,4,2,13.71,3.67,135.88
2017,4,3,12.75,4.14,222.62
2017,4,4,9.05,5.2,161.88
2017,4,5,6.73,8.57,282.88
2017,4,6,8.61,5.78,330.38
2017,4,7,9.75,3.09,154.75
2017,4,8,17.06,8.27,180.88
2017,4,9,20.0,9.73,197.69
2017,4,10,15.45,6.87,282.94
2017,4,11,10.33,3.02,245.69
2017,4,12,15.02,4.48,171.81
2017,4,13,19.05,3.91,203.62
2017,4,14,19.73,6.77,188.69
2017,4,15,20.08,7.9,198.31
2017,4,16,17.95,5.59,119.19
2017,4,17,15.43,4.06,102.06
2017,4,18,17.9,4.69,185.31
2017,4,19,21.28,7.26,193.5
2017,4,20,15.67,5.34,251.25
2017,4,21,10.31,5.57,66.06
2017,4,22,10.51,5.91,39.31
2017,4,23,12.68,2.46,121.0
2017,4,24,15.19,6.84,183.75
2017,4,25,17.4,5.79,210.5
2017,4,26,8.34,6.45,327.12
2017,4,27,10.37,3.26,232.62
2017,4,28,13.65,4.95,150.75
2017,4,29,8.54,8.66,55.25
2017,4,30,9.58,6.74,139.69
2017,5,1,8.35,7.6,270.88
2017,5,2,13.62,4.47,274.88
2017,5,3,9.76,5.18,66.75
2017,5,4,12.07,6.01,308.88
2017,5,5,14.76,4.46,300.44
2017,5,6,16.5,4.91,163.25
2017,5,7,17.69,3.4,148.25
2017,5,8,20.89,4.91,208.69
2017,5,9,21.94,4.48,236.81
2017,5,10,21.63,4.92,228.12
2017,5,11,17.73,4.33,40.81
2017,5,12,17.0,4.3,31.0
2017,5,13,18.92,2.78,187.31
2017,5,14,19.94,6.3,191.94
2017,5,15,22.48,6.09,190.81
2017,5,16,22.5,8.25,186.81
2017,5,17,21.99,10.14,202.19
2017,5,18,21.01,2.95,166.31
2017,5,19,20.66,5.84,136.0
2017,5,20,16.55,7.1,227.62
2017,5,21,13.9,5.01,283.5
2017,5,22,14.83,3.47,218.06
2017,5,23,14.4,4.68,314.0
2017,5,24,13.2,4.62,273.56
2017,5,25,17.16,4.16,156.25
2017,5,26,22.25,2.89,171.06
2017,5,27,22.39,2.58,94.94
2017,5,28,20.06,4.91,301.75
2017,5,29,19.8,4.02,274.25
2017,5,30,20.1,2.56,194.81
2017,5,31,21.27,1.96,133.0
2017,6,1,21.52,1.84,187.44
2017,6,2,23.45,2.61,183.88
2017,6,3,23.6,2.51,150.38
2017,6,4,22.58,1.42,105.38
2017,6,5,24.72,3.06,139.25
2017,6,6,20.87,4.58,72.12
2017,6,7,20.32,2.66,86.75
2017,6,8,21.41,2.16,192.94
2017,6,9,22.4,4.29,205.19
2017,6,10,24.46,7.8,187.88
2017,6,11,25.76,8.11,184.12
2017,6,12,26.51,6.08,185.56
2017,6,13,27.62,7.26,182.62
2017,6,14,27.05,6.03,200.75
2017,6,15,27.84,4.52,200.56
2017,6,16,26.36,5.4,198.12
2017,6,17,26.61,5.21,234.75
2017,6,18,21.5,4.66,303.38
2017,6,19,22.65,3.66,251.81
2017,6,20,25.0,4.48,236.12
2017,6,21,26.47,5.7,203.88
2017,6,22,26.01,4.9,186.44
2017,6,23,23.82,5.24,240.81
2017,6,24,20.42,3.75,309.62
2017,6,25,20.24,3.58,308.88
2017,6,26,18.16,1.81,159.38
2017,6,27,21.66,4.27,147.62
2017,6,28,25.53,8.26,193.19
2017,6,29,24.2,5.03,196.81
2017,6,30,22.82,3.58,258.12
2017,7,1,22.94,2.73,269.38
2017,7,2,24.33,3.16,187.25
2017,7,3,25.63,1.91,203.5
2017,7,4,23.55,2.62,107.31
2017,7,5,22.41,4.41,38.12
2017,7,6,25.49,2.19,245.06
2017,7,7,25.52,4.45,182.12
2017,7,8,25.05,2.16,141.88
2017,7,9,26.73,4.41,208.56
2017,7,10,28.44,6.61,212.81
2017,7,11,28.59,6.16,196.44
2017,7,12,29.15,6.04,200.5
2017,7,13,26.92,2.43,161.94
2017,7,14,26.37,2.65,69.38
2017,7,15,26.72,2.35,98.12
2017,7,16,28.11,1.25,160.06
2017,7,17,28.42,2.13,217.06
2017,7,18,28.58,3.44,199.62
2017,7,19,27.96,3.46,200.62
2017,7,20,30.51,5.07,205.0
2017,7,21,30.76,6.02,201.94
2017,7,22,31.71,4.25,223.06
2017,7,23,28.76,1.19,278.94
2017,7,24,26.01,2.99,63.69
2017,7,25,28.1,2.84,150.0
2017,7,26,27.62,3.35,177.19
2017,7,27,26.19,2.73,57.56
2017,7,28,24.04,3.48,60.12
2017,7,29,22.18,3.09,75.44
2017,7,30,21.52,2.34,76.81
2017,7,31,22.49,1.39,134.88
2017,8,1,24.12,1.26,294.31
2017,8,2,24.76,1.96,271.12
2017,8,3,23.95,4.33,293.94
2017,8,4,19.94,2.59,254.88
2017,8,5,17.54,4.78,130.56
2017,8,6,20.7,3.39,98.81
2017,8,7,20.95,2.74,125.25
2017,8,8,20.94,2.44,90.0
2017,8,9,21.51,2.65,170.5
2017,8,10,24.19,1.73,204.69
2017,8,11,22.38,3.47,118.81
2017,8,12,20.37,2.89,100.06
2017,8,13,21.15,3.0,135.31
2017,8,14,23.42,2.39,184.0
2017,8,15,25.17,2.7,159.62
2017,8,16,25.66,4.69,191.62
2017,8,17,22.3,4.17,278.44
2017,8,18,23.57,3.51,231.19
2017,8,19,25.2,2.13,254.0
2017,8,20,26.58,3.84,170.31
2017,8,21,26.11,4.46,191.06
2017,8,22,22.42,4.59,232.81
2017,8,23,18.83,2.38,59.25
2017,8,24,19.76,3.28,135.75
2017,8,25,20.97,3.91,134.5
2017,8,26,21.92,3.33,167.56
2017,8,27,21.58,2.52,172.38
2017,8,28,20.73,2.93,138.06
2017,8,29,19.61,2.4,29.81
2017,8,30,20.69,2.76,59.88
2017,8,31,20.89,3.55,58.81
2017,9,1,19.26,2.74,73.62
2017,9,2,21.19,2.98,193.62
2017,9,3,23.37,2.23,165.94
2017,9,4,23.34,5.2,210.19
2017,9,5,17.69,4.86,334.06
2017,9,6,15.9,2.66,291.75
2017,9,7,17.51,2.09,234.06
2017,9,8,20.93,3.49,204.31
2017,9,9,22.34,2.34,168.31
2017,9,10,21.92,3.04,143.12
2017,9,11,19.39,2.91,95.25
2017,9,12,19.1,3.25,54.06
2017,9,13,21.37,2.2,199.56
2017,9,14,22.41,4.04,190.19
2017,9,15,24.33,5.45,172.81
2017,9,16,24.36,4.93,171.56
2017,9,17,19.73,3.51,151.56
2017,9,18,20.68,3.47,168.12
2017,9,19,23.88,4.95,171.25
2017,9,20,25.95,5.78,189.62
2017,9,21,26.03,5.68,173.38
2017,9,22,25.91,5.39,174.0
2017,9,23,25.61,3.38,169.75
2017,9,24,25.24,4.12,172.38
2017,9,25,24.4,3.36,174.12
2017,9,26,20.33,3.3,269.44
2017,9,27,17.38,4.16,29.88
2017,9,28,17.63,1.68,148.69
2017,9,29,19.35,2.11,153.0
2017,9,30,18.86,4.67,118.38
2017,10,1,19.69,5.66,158.0
2017,10,2,23.3,7.03,171.31
2017,10,3,23.76,5.91,187.12
2017,10,4,19.58,3.49,132.5
2017,10,5,21.04,3.95,184.62
2017,10,6,21.7,5.84,180.94
2017,10,7,18.5,6.58,236.5
2017,10,8,17.93,3.0,181.88
2017,10,9,18.18,4.41,54.88
2017,10,10,9.32,6.45,277.94
2017,10,11,10.47,2.23,221.0
2017,10,12,14.26,4.29,155.44
2017,10,13,21.09,5.4,196.81
2017,10,14,21.74,6.68,224.31
2017,10,15,10.79,5.15,326.5
2017,10,16,11.7,3.38,227.31
2017,10,17,13.44,5.28,197.62
2017,10,18,14.45,5.74,197.62
2017,10,19,15.95,4.27,202.31
2017,10,20,16.23,6.24,175.75
2017,10,21,18.98,8.34,202.19
2017,10,22,12.54,3.9,265.75
2017,10,23,11.56,7.12,283.44
2017,10,24,8.72,8.41,315.25
2017,10,25,10.87,4.41,242.5
2017,10,26,12.23,7.34,266.19
2017,10,27,2.94,6.48,318.56
2017,10,28,1.77,3.58,291.5
2017,10,29,6.27,4.46,210.56
2017,10,30,6.31,5.92,324.94
2017,10,31,-0.05,2.11,217.25
2017,11,1,5.65,4.45,169.44
2017,11,2,10.83,4.26,65.12
2017,11,3,8.19,5.34,86.31
2017,11,4,9.12,2.19,214.12
2017,11,5,8.9,4.64,93.94
2017,11,6,3.08,4.96,50.56
2017,11,7,3.71,5.01,32.38
2017,11,8,3.19,2.07,104.44
2017,11,9,2.65,4.91,131.56
2017,11,10,-0.67,5.08,92.88
2017,11,11,4.81,3.8,168.44
2017,11,12,6.34,3.2,225.69
2017,11,13,6.01,2.95,148.06
2017,11,14,11.44,5.49,181.44
2017,11,15,9.57,5.48,281.31
